1	1
0.8075499	0.8571429
0.8888889	0.75
0.7171572	1
0.7642977	0.875
0.7642977	1
0.6127017	0.8333333
0.7171572	0.875
0.8	0.5714285
0.8075499	0.6666666
0.6464466	0.875
1	1
0.8333333	1
0.4226497	0.75
0.7777778	1
0.7278345	1
0.8333333	1
0.8333333	1
0.8333333	1
0.5	1
0.814836	0.8
0.7777778	1
0.6464466	0.7142857
0.8	0.875
0.7278345	0.75
0.8333333	1
0.4556689	1
0.7278345	1
0.6734014	1
0.9166667	0.5
1	1
0.85	1
0.6726732	0.5714285
0.6127017	1
0.5	1
0.9166667	1
0.7958758	0.8
0.6666666	1
0.8585786	0.9090909
0.75	0.8333333
0.7690599	0.6
0.8888889	1
0.8333333	0.8333333
0.8333333	1
0.5285954	0.8
0.8211145	0.7142857
0.7171572	1
0.6150998	0.8333333
0.8333333	1
0.6901613	1
0.8888889	1
0.4556689	1
0.7690599	1
0.6150998	1
0.5635642	1
0.9166667	0.75
0.814836	0.9
0.8585786	0.75
0.75	1
0.6464466	1
0.4556689	1
0.8333333	1
0.6726732	0.7142857
0.5	1
0.8075499	0.8571429
0.8333333	1
0.8333333	1
0.6	0.8571429
0.1339746	1
0.8333333	1
0.2254033	1
0.7171572	0.8571429
0.6726732	1
0.8888889	0.75
0.8333333	1
0.7278345	1
0.5635642	1
0.75	1
0.4556689	1
0.8267949	0.625
0.8333333	1
0.8333333	1
0.7278345	1
0.8075499	1
0.7642977	0.8571429
0.7171572	1
0.8333333	1
0.6464466	1
0.8333333	1
0.5285954	1
0.6726732	0.7142857
0.85	0.8333333
0.7171572	1
0.1339746	1
0.9166667	0.8
0.8333333	1
0.6901613	0.8571429
0.5285954	0.6
0.8888889	0.75
0.7278345	1
